Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;denominazione_pe;insegna;superficie_somministrazione;CAP;ID_NIL;NIL;MUNICIPIO;LONG_WGS84;LAT_WGS84;Location
C-PE/1801;Viale MICHELE DEL CARSO (SAN) N. 6| isolato:242| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Viale MICHELE DEL CARSO (SAN);6;6212.0;;franci s bar;32.0;20144.0;51.0;WASHINGTON;7.0;9.16439864769;45.4651086653;45.4651086653, 9.16439864769
C-PE/1804;Viale MICHELE DEL CARSO (SAN) N. 9| isolato:237| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Viale MICHELE DEL CARSO (SAN);9;6212.0;;la maison di pepe;47.0;20123.0;7.0;MAGENTA - S. VITTORE;1.0;9.16459058883;45.4647935119;45.4647935119, 9.16459058883
C-PE/1805;Via GIOVIO PAOLO N. 45| isolato:260| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via GIOVIO PAOLO;45;6194.0;e - Bar gastronomici e simili;bar foppolino;52.0;20144.0;51.0;WASHINGTON;7.0;9.16247653452;45.4621114508;45.4621114508, 9.16247653452
C-PE/1806;Via LIPARI N. 8| isolato:271| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via LIPARI;8;6203.0;;bar tabacchi;60.0;20144.0;51.0;WASHINGTON;7.0;9.16100963726;45.4609762113;45.4609762113, 9.16100963726
C-PE/1807;Via LIPARI N. 2| isolato:271| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via LIPARI;2;6203.0;h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;campari-campari lanson;51.0;20144.0;51.0;WASHINGTON;7.0;9.16239982186;45.4615236467;45.4615236467, 9.16239982186
C-PE/1808;Piazzale AQUILEIA N. 12| isolato:273| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Piazzale AQUILEIA;12;6205.0;;;152.0;20144.0;51.0;WASHINGTON;7.0;9.1629583634;45.4609347697;45.4609347697, 9.1629583634
C-PE/1809;Via FOPPA VINCENZO N. 16| isolato:299| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via FOPPA VINCENZO;16;6109.0;;rong lai;97.0;20144.0;51.0;WASHINGTON;7.0;9.16151881875;45.4582045162;45.4582045162, 9.16151881875
C-PE/1811;Viale CONI ZUGNA N. 3| isolato:282| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Viale CONI ZUGNA;3;5110.0;|e - Bar gastronomici e simili|a - Ristorante, trattoria, osteria con cucina e simili;bar tabacchi;56.0;20144.0;7.0;MAGENTA - S. VITTORE;1.0;9.16462458481;45.4604145146;45.4604145146, 9.16462458481
C-PE/2555;Via BORSIERI PIETRO N. 29| isolato:266| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via BORSIERI PIETRO;29;1128.0;;caffetteria isola;28.0;20159.0;11.0;ISOLA;9.0;9.18878210527;45.4886016959;45.4886016959, 9.18878210527
C-PE/2557;Via BORSIERI PIETRO N. 9| isolato:271| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via BORSIERI PIETRO;9;1128.0;;;60.0;20159.0;11.0;ISOLA;9.0;9.18856876924;45.4868565486;45.4868565486, 9.18856876924
C-PE/2560;Via DE CRISTOFORIS CARLO N. 2| isolato:270| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via DE CRISTOFORIS CARLO;2;1120.0;;;117.0;20124.0;9.0;GARIBALDI REPUBBLICA;9.0;9.18807102201;45.4821308371;45.4821308371, 9.18807102201
C-PE/2562;Via DE CASTILLIA GAETANO N. 20| isolato:294| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via DE CASTILLIA GAETANO;20;1123.0;;;57.0;20124.0;11.0;ISOLA;9.0;9.19143841551;45.4855955566;45.4855955566, 9.19143841551
C-PE/2566;PIAZZA MINNITI TITO N. 1| isolato:269| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;PIAZZA MINNITI TITO;1;1133.0;a - Ristorante, trattoria, osteria con cucina e simili;osteria dei vecchi sapori;47.0;20159.0;11.0;ISOLA;9.0;9.18863549061263;45.4875436382469;45.4875436382469, 9.18863549061263
C-PE/2568;Via PORRO LAMBERTENGHI LUIGI N. 25| isolato:263| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via PORRO LAMBERTENGHI LUIGI;25;1142.0;a - Ristorante, trattoria, osteria con cucina e simili;ristor.mediovale la dama;16.0;20159.0;11.0;ISOLA;9.0;9.18861729074498;45.4890867490928;45.4890867490928, 9.18861729074498
C-PE/2570;Via PORRO LAMBERTENGHI LUIGI N. 23| isolato:263| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via PORRO LAMBERTENGHI LUIGI;23;1142.0;;;88.0;20159.0;11.0;ISOLA;9.0;9.18813350933692;45.4891235534874;45.4891235534874, 9.18813350933692
C-PE/2411;CORSO MATTEOTTI GIACOMO N. 11|pza san babila 003| isolato:316| accesso: esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;CORSO MATTEOTTI GIACOMO;11;218.0;;caffe delle colonne;58.0;20121.0;1.0;DUOMO;1.0;9.19704716455;45.4669398855;45.4669398855, 9.19704716455
C-PE/2412;Via BAGUTTA N. 1|via bagutta 001| isolato:263| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via BAGUTTA;1;221.0;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili;;108.0;20121.0;1.0;DUOMO;1.0;9.19691874902;45.4673338684;45.4673338684, 9.19691874902
C-PE/2414;Via BORGONUOVO N. 26|via borgonuovo 026| isolato:253| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via BORGONUOVO;26;139.0;;;97.0;20121.0;2.0;BRERA;1.0;9.18968735955;45.4727610632;45.4727610632, 9.18968735955
C-PE/2415;Via BORGOSPESSO N. 12|via borgospesso 012| isolato:258| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via BORGOSPESSO;12;229.0;;risorante da bice;129.0;20121.0;1.0;DUOMO;1.0;9.19419215721;45.470142043;45.470142043, 9.19419215721
C-PE/2419;Via MANZONI ALESSANDRO N. 39|via manzoni alessandro 039| isolato:183| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MANZONI ALESSANDRO;39;230.0;;bar manzoni;68.0;20121.0;2.0;BRERA;1.0;9.19363370876864;45.4711171929918;45.4711171929918, 9.19363370876864
C-PE/2420;Via MANZONI ALESSANDRO N. 42|via manzoni alessandro 042| isolato:255| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MANZONI ALESSANDRO;42;230.0;;sweet coffee;60.0;20121.0;1.0;DUOMO;1.0;9.19440843157;45.4714807396;45.4714807396, 9.19440843157
C-PE/2423;Corso MATTEOTTI GIACOMO N. 11|cso matteotti giacomo 011| isolato:263| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso MATTEOTTI GIACOMO;11;218.0;;top 11;37.0;20121.0;1.0;DUOMO;1.0;9.19704716455;45.4669398855;45.4669398855, 9.19704716455
C-PE/2424;VIA MONTE NAPOLEONE N. 8|via monte napoleone 008| isolato:262| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;VIA MONTE NAPOLEONE;8;219.0;a - Ristorante, trattoria, osteria con cucina e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;134.0;20121.0;1.0;DUOMO;1.0;9.19573001648;45.4678896016;45.4678896016, 9.19573001648
C-PE/2434;Corso VENEZIA N. 21|cso venezia 021| isolato:189| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso VENEZIA;21;238.0;f - Bar caffè e simili|a - Ristorante, trattoria, osteria con cucina e simili;;35.0;20121.0;1.0;DUOMO;1.0;9.19896101844077;45.4686957249666;45.4686957249666, 9.19896101844077
C-PE/849;VIA TORINO N. 34|via torino 034| isolato:441| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;VIA TORINO;34;543.0;d - Pizzerie e simili;;87.0;20123.0;1.0;DUOMO;1.0;9.18584910114;45.4620742439;45.4620742439, 9.18584910114
C-PE/850;Via TORINO N. 56 con 2øingr.in p.zza s.giorgio2|pza san giorgio 002| isolato:401| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via TORINO;56;543.0;;bar caffe;62.0;20123.0;1.0;DUOMO;1.0;9.18410522692;45.4609390771;45.4609390771, 9.18410522692
C-PE/851;Via TORINO N. 50|via torino 050| isolato:401| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via TORINO;50;543.0;;pizzeria 50 da geggio;93.0;20123.0;1.0;DUOMO;1.0;9.18451871608;45.4610693134;45.4610693134, 9.18451871608
C-PE/1144;Via ESTERLE CARLO N. 31| isolato:299| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via ESTERLE CARLO;31;2368.0;;simpson s bar tavola cald;51.0;20132.0;19.0;PADOVA;2.0;9.22893017318;45.4951415152;45.4951415152, 9.22893017318
C-PE/1146;Via PALMANOVA N. 91| isolato:267| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PALMANOVA;91;2390.0;;caffe al 91;174.0;20132.0;19.0;PADOVA;2.0;9.24106961702;45.5003856936;45.5003856936, 9.24106961702
C-PE/1147;Via PALMANOVA N. 75| isolato:289| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PALMANOVA;75;2390.0;;silvy bar t.f.;27.0;20132.0;19.0;PADOVA;2.0;9.23899702975;45.4987862;45.4987862, 9.23899702975
C-PE/1148;VIA PALMANOVA N. 67| isolato:287| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;VIA PALMANOVA;67;2390.0;f - Bar caffè e simili|e - Bar gastronomici e simili;bar nuovo rolly;53.0;20132.0;19.0;PADOVA;2.0;9.23651959419;45.496902208;45.496902208, 9.23651959419
C-PE/1150;Via PALMANOVA N. 127| isolato:238| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PALMANOVA;127;2390.0;;;65.0;20132.0;19.0;PADOVA;2.0;9.24261611377;45.501580467;45.501580467, 9.24261611377
C-PE/1152;LARGO TEL AVIV N. 11 (z.d. 2);SOMMINISTRAZIONE - In piano;LARGO TEL AVIV;11;2639.0;e - Bar gastronomici e simili;;73.0;20132.0;19.0;PADOVA;2.0;9.23493711756;45.4985660734;45.4985660734, 9.23493711756
C-PE/1156;Via PADOVA N. 95| isolato:298| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;95;2275.0;;caffe mokarabia;43.0;20127.0;19.0;PADOVA;2.0;9.22932839336;45.4957801658;45.4957801658, 9.22932839336
C-PE/1157;Via PADOVA N. 95| isolato:298| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;95;2275.0;e - Bar gastronomici e simili|f - Bar caffè e simili;bar meeting;32.0;20127.0;19.0;PADOVA;2.0;9.22932839336;45.4957801658;45.4957801658, 9.22932839336
C-PE/1158;Via PADOVA N. 125| isolato:280| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;125;2275.0;e - Bar gastronomici e simili;bar la rosa blu;64.0;20127.0;19.0;PADOVA;2.0;9.23147614792;45.4974358397;45.4974358397, 9.23147614792
C-PE/1159;Via PADOVA N. 164| isolato:285| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;164;2275.0;;;144.0;20132.0;19.0;PADOVA;2.0;9.23482353256;45.4996904285;45.4996904285, 9.23482353256
C-PE/1161;Via PADOVA N. 163| isolato:206| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;163;2275.0;a - Ristorante, trattoria, osteria con cucina e simili;;92.0;20127.0;19.0;PADOVA;2.0;9.23609676018;45.5009323902;45.5009323902, 9.23609676018
C-PE/1162;Via PADOVA N. 177| isolato:208| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;177;2275.0;;new gallery bar;92.0;20127.0;19.0;PADOVA;2.0;9.23739788209;45.5019112808;45.5019112808, 9.23739788209
C-PE/1163;Via PADOVA N. 199| isolato:229| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;199;2275.0;;bar torrefazione;46.0;20127.0;19.0;PADOVA;2.0;9.2393280415;45.5033682153;45.5033682153, 9.2393280415
C-PE/1164;Via PADOVA N. 167| isolato:208| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;167;2275.0;f - Bar caffè e simili;;80.0;20127.0;19.0;PADOVA;2.0;9.23667735363;45.5013602549;45.5013602549, 9.23667735363
C-PE/1165;Via PADOVA N. 168| isolato:263| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;168;2275.0;;roxy bar;21.0;20132.0;19.0;PADOVA;2.0;9.23548856514;45.5001938198;45.5001938198, 9.23548856514
C-PE/1169;Via ASTICO N. 18| isolato:211| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via ASTICO;18;2462.0;;bar tabacchi;80.0;20128.0;16.0;VLE MONZA;2.0;9.23389509138;45.5057223;45.5057223, 9.23389509138
C-PE/1170;Via GOLFO DEGLI ARANCI N. 22| isolato:211| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via GOLFO DEGLI ARANCI;22;2463.0;;;54.0;20128.0;16.0;VLE MONZA;2.0;9.23479914583;45.5067255445;45.5067255445, 9.23479914583
C-PE/1171;Via GOLFO DEGLI ARANCI N. 12| isolato:216| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via GOLFO DEGLI ARANCI;12;2463.0;;;110.0;20128.0;16.0;VLE MONZA;2.0;9.23526227378;45.505746738;45.505746738, 9.23526227378
C-PE/1173;Via ASIAGO N. 116| isolato:214| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via ASIAGO;116;2459.0;;queen s bar;46.0;20128.0;16.0;VLE MONZA;2.0;9.23647276263;45.5072426597;45.5072426597, 9.23647276263
C-PE/1175;Via MEUCCI ANTONIO N. 2| isolato:136| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via MEUCCI ANTONIO;2;2497.0;;circolo romeo cerizza;190.0;20128.0;17.0;ADRIANO;2.0;9.24693445874;45.5100024134;45.5100024134, 9.24693445874
C-PE/1176;Via RICORDO (DEL) N. 57| isolato:166| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via RICORDO (DEL);57;2496.0;e - Bar gastronomici e simili;bar leone rossonero;79.0;20128.0;17.0;ADRIANO;2.0;9.23636427743;45.508832823;45.508832823, 9.23636427743
C-PE/3208;Via TERTULLIANO N. 32| isolato:180| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via TERTULLIANO;32;4094.0;;bar trattoria orsa minore;52.0;20137.0;28.0;UMBRIA - MOLISE;4.0;9.2168172812;45.4494519839;45.4494519839, 9.2168172812
C-PE/3209;Via TERTULLIANO N. 35| isolato:147| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via TERTULLIANO;35;4094.0;;;80.0;20137.0;28.0;UMBRIA - MOLISE;4.0;9.21825158618;45.4492307245;45.4492307245, 9.21825158618
C-PE/3210;Via TERTULLIANO N. 58| isolato:186| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via TERTULLIANO;58;4094.0;;;95.0;20137.0;28.0;UMBRIA - MOLISE;4.0;9.22023093519;45.4484736234;45.4484736234, 9.22023093519
C-PE/3214;Corso LODI N. 47| isolato:182| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Corso LODI;47;4068.0;;bar caffe;43.0;20137.0;28.0;UMBRIA - MOLISE;4.0;9.21159536393;45.4466981782;45.4466981782, 9.21159536393
C-PE/3218;Via DECEMBRIO PIER CANDIDO N. 33| isolato:180| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via DECEMBRIO PIER CANDIDO;33;4099.0;;bar trattoria bocciofila;78.0;20137.0;28.0;UMBRIA - MOLISE;4.0;9.2170121148;45.4490656067;45.4490656067, 9.2170121148
C-PE/3503;Via FESTA DEL PERDONO N. 4|via festa del perdono 004| isolato:324| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via FESTA DEL PERDONO;4;327.0;;antica osteria del laghet;77.0;20122.0;1.0;DUOMO;1.0;9.19470347517;45.4616254442;45.4616254442, 9.19470347517
C-PE/3504;Via FESTA DEL PERDONO N. 8|via festa del perdono 008| isolato:324| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via FESTA DEL PERDONO;8;327.0;;;26.0;20122.0;1.0;DUOMO;1.0;9.19458074346;45.4612794529;45.4612794529, 9.19458074346
C-PE/3505;VIA FESTA DEL PERDONO N. 12|via festa del perdono 012| isolato:325| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;VIA FESTA DEL PERDONO;12;327.0;c - Tavole calde,self service, fast food e simili;campus cafe;67.0;20122.0;1.0;DUOMO;1.0;9.19412644196;45.4608059465;45.4608059465, 9.19412644196
C-PE/3506;Via FESTA DEL PERDONO N. 14|via festa del perdono 014| isolato:325| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via FESTA DEL PERDONO;14;327.0;;bar ateneo;85.0;20122.0;1.0;DUOMO;1.0;9.19395161089;45.4606102225;45.4606102225, 9.19395161089
C-PE/3510;Via LAGHETTO N. 2|via laghetto 002| isolato:323| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via LAGHETTO;2;326.0;;gemelli;70.0;20122.0;1.0;DUOMO;1.0;9.19538252084;45.4616257691;45.4616257691, 9.19538252084
C-PE/3515;VIA LARGA N. 8|via larga 008| isolato:390| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;VIA LARGA;8;318.0;f - Bar caffè e simili|i - Disco bar, america bar, locali serali e simili;gconge;175.0;20122.0;1.0;DUOMO;1.0;9.19305175375;45.4622557301;45.4622557301, 9.19305175375
C-PE/3516;Via LARGA N. 8|via larga 008| isolato:390| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via LARGA;8;318.0;;il giardino di giada;115.0;20122.0;1.0;DUOMO;1.0;9.19305175375;45.4622557301;45.4622557301, 9.19305175375
C-PE/3520;VIA LARGA N. 19|via larga 019| isolato:357| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;VIA LARGA;19;318.0;;new lirico bar;83.0;20122.0;1.0;DUOMO;1.0;9.1921983143;45.4613028309;45.4613028309, 9.1921983143
C-PE/3522;Via LARGA N. 26|via larga 026| isolato:393| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via LARGA;26;318.0;e - Bar gastronomici e simili|f - Bar caffè e simili;bartabacchi di via larga;98.0;20122.0;1.0;DUOMO;1.0;9.1909112258;45.46090239;45.46090239, 9.1909112258
C-PE/3523;Via LARGA N. 31|via larga 031| isolato:326| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via LARGA;31;318.0;e - Bar gastronomici e simili|f - Bar caffè e simili;;46.0;20122.0;1.0;DUOMO;1.0;9.19147767047;45.4606118931;45.4606118931, 9.19147767047
C-PE/3525-1;Via MERLO CARLO GIUSEPPE N. 1|via merlo carlo giuseppe 001| isolato:320| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MERLO CARLO GIUSEPPE;1;329.0;;;272.0;20122.0;1.0;DUOMO;1.0;9.19600071425;45.4628501166;45.4628501166, 9.19600071425
C-PE/3527;Via PANTANO N. 19|via pantano 019| isolato:326| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via PANTANO;19;334.0;;bar one;59.0;20122.0;1.0;DUOMO;1.0;9.19230548757;45.4592963984;45.4592963984, 9.19230548757
C-PE/3531;Via PAOLO DA CANNOBIO N. 9|via paolo da cannobio 009| isolato:393| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via PAOLO DA CANNOBIO;9;338.0;;;28.0;20122.0;1.0;DUOMO;1.0;9.19061987747;45.461474566;45.461474566, 9.19061987747
C-PE/1813;Viale CONI ZUGNA N. 14| isolato:281| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Viale CONI ZUGNA;14;5110.0;;bar caffe;70.0;20144.0;51.0;WASHINGTON;7.0;9.16529903545;45.4596934761;45.4596934761, 9.16529903545
C-PE/1815;Viale PORTA VERCELLINA (DI) N. 2| isolato:237| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Viale PORTA VERCELLINA (DI);2;6213.0;;;171.0;20123.0;7.0;MAGENTA - S. VITTORE;1.0;9.16545985688;45.4656428569;45.4656428569, 9.16545985688
C-PE/1816;Via VERGA ANDREA N. 16| isolato:258| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via VERGA ANDREA;16;6200.0;;focolare del gargano;80.0;20144.0;51.0;WASHINGTON;7.0;9.16126856864;45.4627634297;45.4627634297, 9.16126856864
C-PE/1817;Via VERGA ANDREA N. 22| isolato:258| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via VERGA ANDREA;22;6200.0;;bar verga;40.0;20144.0;51.0;WASHINGTON;7.0;9.15967516497;45.4622429913;45.4622429913, 9.15967516497
C-PE/1818;VIA POLIBIO N. 1| isolato:239| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;VIA POLIBIO;1;6195.0;a - Ristorante, trattoria, osteria con cucina e simili|e - Bar gastronomici e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;number one;106.0;20144.0;51.0;WASHINGTON;7.0;9.16042081526;45.4642369001;45.4642369001, 9.16042081526
C-PE/1820;Via SALUTATI COLUCCIO N. 15 (z.d. 7);SOMMINISTRAZIONE - In piano;Via SALUTATI COLUCCIO;15;6197.0;a - Ristorante, trattoria, osteria con cucina e simili;antica trattoria salutati;57.0;20144.0;51.0;WASHINGTON;7.0;9.15939582112;45.4632206394;45.4632206394, 9.15939582112
C-PE/1827;Corso VERCELLI N. 3| isolato:236| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Corso VERCELLI;3;6193.0;;bar del corso;35.0;20144.0;51.0;WASHINGTON;7.0;9.16414278041;45.466107746;45.466107746, 9.16414278041
C-PE/1830;Via CANTONI GIOVANNI N. 12| isolato:240| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via CANTONI GIOVANNI;12;6206.0;;green bar caffetteria;52.0;20144.0;51.0;WASHINGTON;7.0;9.16138561878;45.4642329208;45.4642329208, 9.16138561878
C-PE/1835;Via FORZE ARMATE (DELLE) N. 395| isolato:145| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via FORZE ARMATE (DELLE);395;6643.0;;bar trattoria al 395;169.0;20152.0;55.0;BAGGIO;7.0;9.09114523862;45.460909244;45.460909244, 9.09114523862
C-PE/1837;Via FORZE ARMATE (DELLE) N. 380| isolato:137| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via FORZE ARMATE (DELLE);380;6643.0;;ristorante pizzeria;60.0;20152.0;55.0;BAGGIO;7.0;9.09315112872;45.460870243;45.460870243, 9.09315112872
C-PE/1840;Via FORZE ARMATE (DELLE) N. 362| isolato:138| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via FORZE ARMATE (DELLE);362;6643.0;;bar guarany;46.0;20152.0;55.0;BAGGIO;7.0;9.09498559534;45.4606809159;45.4606809159, 9.09498559534
C-PE/1841;Via FORZE ARMATE (DELLE) N. 358| isolato:138| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via FORZE ARMATE (DELLE);358;6643.0;f - Bar caffè e simili|e - Bar gastronomici e simili;dream s bar;30.0;20152.0;55.0;BAGGIO;7.0;9.09531255207;45.4606054278;45.4606054278, 9.09531255207
C-PE/1842;Via FORZE ARMATE (DELLE) N. 346| isolato:139| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via FORZE ARMATE (DELLE);346;6643.0;;;97.0;20152.0;55.0;BAGGIO;7.0;9.0961829095;45.4605230043;45.4605230043, 9.0961829095
C-PE/1844;Via GIANELLA GIUSEPPE N. 21| isolato:145| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via GIANELLA GIUSEPPE;21;6775.0;e - Bar gastronomici e simili;max bar;48.0;20152.0;55.0;BAGGIO;7.0;9.08996964336;45.4600098806;45.4600098806, 9.08996964336
C-PE/1849;VIA APOLLINARE (SANT') N. 1| isolato:149| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;VIA APOLLINARE (SANT');1;703.0;;harembaggio birreria;76.0;20121.0;2.0;BRERA;1.0;9.18210764913;45.4714865088;45.4714865088, 9.18210764913
C-PE/1850;Via MASANIELLO N. 14| isolato:132| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via MASANIELLO;14;6768.0;;caffetteria fantasy;50.0;20152.0;55.0;BAGGIO;7.0;9.09173341543;45.4624643275;45.4624643275, 9.09173341543
C-PE/2438;Viale COL DI LANA N. 1| isolato:086| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale COL DI LANA;1;5198.0;;;30.0;20136.0;6.0;TICINESE;5.0;9.18198081456;45.4522773228;45.4522773228, 9.18198081456
C-PE/2439;Viale COL DI LANA N. 1| isolato:086| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale COL DI LANA;1;5198.0;;ristorante sushi-koboo;109.0;20136.0;6.0;TICINESE;5.0;9.18198081456;45.4522773228;45.4522773228, 9.18198081456
C-PE/2440;Viale COL DI LANA N. 14| isolato:096| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale COL DI LANA;14;5198.0;;pimblico;40.0;20136.0;6.0;TICINESE;5.0;9.18418670354;45.4519302586;45.4519302586, 9.18418670354
C-PE/2443;Viale COL DI LANA N. 4| isolato:096| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale COL DI LANA;4;5198.0;;harris caffe;212.0;20136.0;6.0;TICINESE;5.0;9.18207604149;45.4520700811;45.4520700811, 9.18207604149
C-PE/2444;Viale COL DI LANA N. 5| isolato:086| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale COL DI LANA;5;5198.0;;ostriche e vino;59.0;20136.0;6.0;TICINESE;5.0;9.18308716091;45.452193859;45.452193859, 9.18308716091
C-PE/2445;Viale COL DI LANA N. 3| isolato:086| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale COL DI LANA;3;5198.0;;;64.0;20136.0;6.0;TICINESE;5.0;9.18266083489;45.4522245219;45.4522245219, 9.18266083489
